current_path,kind,title,action,target_path,asset_id,reason,batch
docs/technical/技术方案/Gateway/SOL-006-Task-Result-Error-Contract-v1.md,md,SOL-006: Task / Result / Error Contract v1,revise_move,docs/technical/技术方案/Task-Control/SOL-006-Task-Result-Error-Contract-v1.md,SOL-006,保留已实现 Contract 方案并同步消费者,04-knowledge-architecture
docs/technical/技术方案/README.md,md,Solutions,revise_or_move,,,随目标技术目录调整并登记文件,01-control-plane
docs/technical/技术方案/安全/README.md,md,Security Solutions,revise_or_move,,,随目标技术目录调整并登记文件,01-control-plane
docs/technical/技术方案/安全/SEC-002-cloudflare-edge安全与运行说明.md,md,Cloudflare Edge Worker 安全、运行与审计说明,archive,docs/technical/归档/技术方案/Cloudflare/SEC-002-cloudflare-edge安全与运行说明.md,SEC-002,保留历史审计，不再作为当前运行指南,01-control-plane
docs/technical/技术方案/安全/SOL-003-local-private-context.md,md,SOL-003 Local Private Context,keep,docs/technical/技术方案/安全/SOL-003-local-private-context.md,SOL-003,现行安全边界有效,04-knowledge-architecture
docs/technical/技术方案/知识系统/README.md,md,Knowledge System Solutions,revise_or_move,,,随目标技术目录调整并登记文件,01-control-plane
docs/technical/技术方案/知识系统/SOL-001-feishu-wiki-initialization.md,md,SOL-001 Feishu Wiki Initialization,revise,docs/technical/技术方案/知识系统/SOL-001-feishu-wiki-initialization.md,SOL-001,保留历史初始化事实，标明不再重建空间,07-feishu-release
docs/technical/技术方案/知识系统/SOL-002-git-feishu-projection.md,md,SOL-002 Git → Feishu Projection,replace,docs/technical/技术方案/知识系统/SOL-002-Git到飞书覆盖式投影.md,SOL-002,重写为零预读与按篇覆盖发布方案,07-feishu-release
docs/technical/技术调研/README.md,md,Research,revise_or_move,,,随目标技术目录调整并登记文件,01-control-plane
docs/technical/技术调研/RSH-001-feishu-cli-capabilities.md,md,RSH-001 Feishu CLI Capabilities,keep,docs/technical/技术调研/飞书/RSH-001-feishu-cli-capabilities.md,RSH-001,保留已验证调研，移动到主题目录,07-feishu-release
docs/technical/技术调研/external/README.md,md,External Research Sources,move,docs/technical/技术调研/外部证据/README.md,,中文化并保留外部证据,06-experiments-portfolio
docs/technical/技术调研/external/waytoagi-feishu-cli-export/.gitignore,file,,move,docs/technical/技术调研/外部证据/waytoagi-feishu-cli-export/.gitignore,,中文化并保留外部证据,06-experiments-portfolio
docs/technical/技术调研/external/waytoagi-feishu-cli-export/README.md,md,WaytoAGI Feishu CLI Export Evidence,move,docs/technical/技术调研/外部证据/waytoagi-feishu-cli-export/README.md,,中文化并保留外部证据,06-experiments-portfolio
docs/technical/技术调研/external/waytoagi-feishu-cli-export/export-report.md,md,WaytoAGI Feishu Wiki Export Report,move,docs/technical/技术调研/外部证据/waytoagi-feishu-cli-export/export-report.md,,中文化并保留外部证据,06-experiments-portfolio
docs/technical/技术调研/external/waytoagi-feishu-cli-export/export-waytoagi-wiki.mjs,mjs,,move,docs/technical/技术调研/外部证据/waytoagi-feishu-cli-export/export-waytoagi-wiki.mjs,,中文化并保留外部证据,06-experiments-portfolio
docs/technical/技术调研/external/waytoagi-feishu-cli-export/integrity-check.json,json,,move,docs/technical/技术调研/外部证据/waytoagi-feishu-cli-export/integrity-check.json,,中文化并保留外部证据,06-experiments-portfolio
docs/technical/技术调研/external/waytoagi-feishu-cli-export/space-info.json,json,,move,docs/technical/技术调研/外部证据/waytoagi-feishu-cli-export/space-info.json,,中文化并保留外部证据,06-experiments-portfolio
docs/technical/技术调研/external/waytoagi-feishu-cli-export/wiki-tree.json,json,,move,docs/technical/技术调研/外部证据/waytoagi-feishu-cli-export/wiki-tree.json,,中文化并保留外部证据,06-experiments-portfolio
docs/technical/技术调研/external/waytoagi-feishu-cli-export/wiki-tree.md,md,WaytoAGI Feishu Wiki Tree Snapshot,move,docs/technical/技术调研/外部证据/waytoagi-feishu-cli-export/wiki-tree.md,,中文化并保留外部证据,06-experiments-portfolio
docs/technical/架构实现/ARC-004-ai-knowledge-runtime-boundaries.md,md,ARC-004 AI Knowledge Runtime Boundaries,revise_move,docs/technical/架构实现/知识系统/ARC-004-ai-knowledge-runtime-boundaries.md,ARC-004,保留技术实现边界并更新路径,04-knowledge-architecture
docs/technical/架构实现/README.md,md,架构实现,revise_or_move,,,随目标技术目录调整并登记文件,01-control-plane
docs/technical/治理规则/Context模板/README.md,md,Context Template,revise_or_move,,,随目标技术目录调整并登记文件,01-control-plane
docs/technical/治理规则/Context模板/project-context.md,md,Title,keep_review,docs/technical/治理规则/Context模板/project-context.md,,保留并在相关批次复核,01-control-plane
docs/technical/治理规则/README.md,md,Project Governance,revise_or_move,,,随目标技术目录调整并登记文件,01-control-plane
docs/technical/治理规则/agent-working-protocol.md,md,Agent Working Protocol,rename_revise,docs/technical/治理规则/GOV-001-Agent工作协议.md,GOV-001,加入 Chat 主导、Codex 精确执行和按批次提交,01-control-plane
docs/technical/治理规则/documentation-rules.md,md,Documentation and README Rules,rename_revise,docs/technical/治理规则/GOV-002-文档与知识治理规则.md,GOV-002,正文与系统元数据分离,01-control-plane
docs/technical/治理规则/git-feishu-governance.md,md,Git and Feishu Knowledge Governance,rename_replace,docs/technical/治理规则/GOV-003-Git与飞书投影治理.md,GOV-003,固化零预读、overwrite、无反向同步,07-feishu-release
docs/technical/治理规则/private-context-and-sensitive-assets.md,md,Private Context and Sensitive Assets,rename_revise,docs/technical/治理规则/GOV-009-私有上下文与敏感资产.md,GOV-009,保留安全边界,01-control-plane
docs/technical/运维与迁移/README.md,md,Operations,revise_or_move,,,随目标技术目录调整并登记文件,01-control-plane
docs/technical/运维与迁移/execution-history/2026-07-26/README.md,md,2026-07-26 Execution Summary,move,docs/technical/运维与事件/execution-history/2026-07-26/README.md,,拆分运维与迁移职责,01-control-plane
docs/technical/运维与迁移/execution-history/README.md,md,Execution History,move,docs/technical/运维与事件/execution-history/README.md,,拆分运维与迁移职责,01-control-plane
docs/technical/运维与迁移/feishu/OPS-001-knowledge-base-initialization.md,md,OPS-001 Feishu Knowledge Base Initialization,move,docs/technical/运维与事件/feishu/OPS-001-knowledge-base-initialization.md,,拆分运维与迁移职责,07-feishu-release
docs/technical/运维与迁移/feishu/OPS-002-homepage-publication.md,md,OPS-002 Feishu Homepage Publication,move,docs/technical/运维与事件/feishu/OPS-002-homepage-publication.md,,拆分运维与迁移职责,07-feishu-release
docs/technical/运维与迁移/feishu/OPS-003-knowledge-base-rename.md,md,OPS-003 Feishu Knowledge Base Rename Check,move,docs/technical/运维与事件/feishu/OPS-003-knowledge-base-rename.md,,拆分运维与迁移职责,07-feishu-release
docs/technical/运维与迁移/feishu/README.md,md,Feishu Operations,move,docs/technical/运维与事件/feishu/README.md,,拆分运维与迁移职责,07-feishu-release
docs/technical/运维与迁移/feishu/plans/README.md,md,Feishu Plans,move,docs/technical/运维与事件/feishu/plans/README.md,,拆分运维与迁移职责,07-feishu-release
docs/technical/运维与迁移/feishu/snapshots/README.md,md,Feishu Snapshots,move,docs/technical/运维与事件/feishu/snapshots/README.md,,拆分运维与迁移职责,07-feishu-release
docs/technical/运维与迁移/feishu/snapshots/homepage-v1.0.xml,xml,,move,docs/technical/运维与事件/feishu/snapshots/homepage-v1.0.xml,,拆分运维与迁移职责,07-feishu-release
docs/technical/运维与迁移/knowledge-assets-review-2026-07-28.md,md,Image Asset Branch Review — 2026-07-28,archive,docs/technical/归档/审计记录/knowledge-assets-review-2026-07-28.md,,保留图片方案演进证据,01-control-plane
docs/technical/运维与迁移/migration/MIG-001-repository-audit-and-migration-2026-07-27.md,md,MIG-001 Repository Audit and Migration — 2026-07-27,move,docs/technical/迁移计划/历史/MIG-001-repository-audit-and-migration-2026-07-27.md,MIG-001,保留历史迁移证据,01-control-plane
docs/technical/运维与迁移/migration/README.md,md,Migration,revise_or_move,,,随目标技术目录调整并登记文件,01-control-plane
docs/technical/运维与迁移/migration/asset-inventory-2026-07-26.md,md,Historical Asset Inventory — 2026-07-26,move,docs/technical/迁移计划/历史/asset-inventory-2026-07-26.md,,保留历史盘点,01-control-plane
knowledge.config.yaml,yaml,,replace,knowledge.config.yaml,,切换到 v4 路径与 platform-registry；保留 Git→Feishu overwrite,01-control-plane
package-lock.json,json,,keep_review,package-lock.json,,保留并在相关批次复核,01-control-plane
package.json,json,,revise,package.json,,将工程洞见 Registry 校验纳入根 verify，并校准 workspace 说明,01-control-plane
packages/README.md,md,Shared Packages,revise,packages/README.md,,校准三个共享包和未来包不预建原则,01-control-plane
packages/auth/README.md,md,Auth,keep_review,packages/auth/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
packages/auth/package.json,json,,keep,packages/auth/package.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/auth/src/README.md,md,Source,keep_review,packages/auth/src/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
packages/auth/src/bearer.ts,ts,,keep,packages/auth/src/bearer.ts,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/auth/src/index.ts,ts,,keep,packages/auth/src/index.ts,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/auth/tests/README.md,md,Tests,keep_review,packages/auth/tests/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
packages/auth/tests/auth.test.mjs,mjs,,keep,packages/auth/tests/auth.test.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/auth/tsconfig.json,json,,keep,packages/auth/tsconfig.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/contracts/README.md,md,Contracts,revise,packages/contracts/README.md,,移除“尚无消费者”，同步 Gateway/Runtime 真实使用,01-control-plane
packages/contracts/package.json,json,,keep,packages/contracts/package.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/contracts/src/README.md,md,Contracts Source,keep_review,packages/contracts/src/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
packages/contracts/src/capability.ts,ts,,keep,packages/contracts/src/capability.ts,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/contracts/src/error.ts,ts,,keep,packages/contracts/src/error.ts,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/contracts/src/index.ts,ts,,keep,packages/contracts/src/index.ts,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/contracts/src/json.ts,ts,,keep,packages/contracts/src/json.ts,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/contracts/src/result.ts,ts,,keep,packages/contracts/src/result.ts,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/contracts/src/task.ts,ts,,keep,packages/contracts/src/task.ts,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/contracts/src/validation.ts,ts,,keep,packages/contracts/src/validation.ts,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/contracts/tests/README.md,md,Contracts Tests,keep_review,packages/contracts/tests/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
packages/contracts/tests/contracts.test.mjs,mjs,,keep,packages/contracts/tests/contracts.test.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/contracts/tsconfig.json,json,,keep,packages/contracts/tsconfig.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/policy/README.md,md,Capability Policy,revise,packages/policy/README.md,,修复默认 Policy 只列 gateway.ping 的文档漂移,01-control-plane
packages/policy/package.json,json,,keep,packages/policy/package.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/policy/src/README.md,md,Source,keep_review,packages/policy/src/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
packages/policy/src/index.ts,ts,,keep,packages/policy/src/index.ts,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/policy/src/policy.ts,ts,,keep,packages/policy/src/policy.ts,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/policy/tests/README.md,md,Tests,keep_review,packages/policy/tests/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
packages/policy/tests/policy.test.mjs,mjs,,keep,packages/policy/tests/policy.test.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
packages/policy/tsconfig.json,json,,keep,packages/policy/tsconfig.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
scripts/README.md,md,Repository Scripts,revise,scripts/README.md,,登记新增 Registry 验证和迁移校验入口,01-control-plane
scripts/local-chain-test.mjs,mjs,,keep,scripts/local-chain-test.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
scripts/local-stack-test.mjs,mjs,,keep,scripts/local-stack-test.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
scripts/local-stack.mjs,mjs,,keep,scripts/local-stack.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
scripts/repo-check.mjs,mjs,,keep,scripts/repo-check.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/AGENTS.md,md,Skill Engineering Rules,keep,skills/AGENTS.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/README.md,md,Skills,revise,skills/README.md,,校准四个真实 Skill 与知识治理关系,01-control-plane
skills/ai-knowledge/CHANGELOG.md,md,Changelog,keep_review,skills/ai-knowledge/CHANGELOG.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/MANIFEST.json,json,,keep_review,skills/ai-knowledge/MANIFEST.json,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/README.md,md,ai-knowledge Skill,keep_review,skills/ai-knowledge/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/SKILL.md,md,AI Knowledge,keep_review,skills/ai-knowledge/SKILL.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/assets/README.md,md,Assets,keep_review,skills/ai-knowledge/assets/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/assets/ai-agent-platform.json,json,,keep,skills/ai-knowledge/assets/ai-agent-platform.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/assets/project-profile.example.json,json,,keep,skills/ai-knowledge/assets/project-profile.example.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/assets/schemas/README.md,md,Schemas,keep_review,skills/ai-knowledge/assets/schemas/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/assets/schemas/context-package.schema.json,json,,keep,skills/ai-knowledge/assets/schemas/context-package.schema.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/assets/schemas/knowledge-event.schema.json,json,,keep,skills/ai-knowledge/assets/schemas/knowledge-event.schema.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/assets/schemas/knowledge-item.schema.json,json,,keep,skills/ai-knowledge/assets/schemas/knowledge-item.schema.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/assets/schemas/project-status.schema.json,json,,keep,skills/ai-knowledge/assets/schemas/project-status.schema.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/assets/schemas/write-plan.schema.json,json,,keep,skills/ai-knowledge/assets/schemas/write-plan.schema.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/assets/templates/README.md,md,Templates,keep_review,skills/ai-knowledge/assets/templates/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/assets/templates/adr.md,md,ADR-{{number}}：{{title}},keep,skills/ai-knowledge/assets/templates/adr.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/assets/templates/experiment.md,md,{{title}},keep,skills/ai-knowledge/assets/templates/experiment.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/assets/templates/knowledge-note.md,md,{{title}},keep,skills/ai-knowledge/assets/templates/knowledge-note.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/assets/templates/learning-path.md,md,{{title}},keep,skills/ai-knowledge/assets/templates/learning-path.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/assets/templates/project-status.md,md,Project Status,keep,skills/ai-knowledge/assets/templates/project-status.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/00-shared-rules.md,md,共享规则：认证、安全与停止条件,keep,skills/ai-knowledge/references/00-shared-rules.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/01-architecture-and-boundaries.md,md,架构与边界,keep,skills/ai-knowledge/references/01-architecture-and-boundaries.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/02-project-profile.md,md,ai-agent-platform Project Profile,keep,skills/ai-knowledge/references/02-project-profile.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/03-knowledge-model.md,md,Knowledge Model,keep,skills/ai-knowledge/references/03-knowledge-model.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/04-retrieval-policy.md,md,Retrieval and Token Policy,keep,skills/ai-knowledge/references/04-retrieval-policy.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/05-write-governance.md,md,Write Governance,keep,skills/ai-knowledge/references/05-write-governance.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/06-feishu-provider.md,md,Feishu Provider,keep,skills/ai-knowledge/references/06-feishu-provider.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/07-workflows.md,md,Workflows,keep,skills/ai-knowledge/references/07-workflows.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/08-waytoagi-findings.md,md,WaytoAGI 飞书 CLI 资料的工程启发,keep,skills/ai-knowledge/references/08-waytoagi-findings.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/09-command-cookbook.md,md,命令速查,keep,skills/ai-knowledge/references/09-command-cookbook.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/10-evaluation.md,md,Skill 评估与验收,keep,skills/ai-knowledge/references/10-evaluation.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/11-feishu-publishing.md,md,Feishu Knowledge Publishing,keep,skills/ai-knowledge/references/11-feishu-publishing.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/README.md,md,References,keep_review,skills/ai-knowledge/references/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/references/examples/01-query-context.md,md,示例：查询项目上下文,keep,skills/ai-knowledge/references/examples/01-query-context.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/examples/02-capture-experiment.md,md,示例：沉淀实验,keep,skills/ai-knowledge/references/examples/02-capture-experiment.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/examples/03-sync-status.md,md,示例：更新项目状态,keep,skills/ai-knowledge/references/examples/03-sync-status.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/examples/04-import-public-wiki.md,md,示例：导入公开 Wiki,keep,skills/ai-knowledge/references/examples/04-import-public-wiki.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/examples/05-record-adr.md,md,示例：记录 ADR,keep,skills/ai-knowledge/references/examples/05-record-adr.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/examples/06-build-learning-path.md,md,示例：生成学习路径,keep,skills/ai-knowledge/references/examples/06-build-learning-path.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/references/examples/README.md,md,Examples,keep_review,skills/ai-knowledge/references/examples/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/scripts/README.md,md,Scripts,keep_review,skills/ai-knowledge/scripts/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/scripts/build_index.mjs,mjs,,keep,skills/ai-knowledge/scripts/build_index.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/scripts/lark_read.mjs,mjs,,keep,skills/ai-knowledge/scripts/lark_read.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/scripts/lark_write.mjs,mjs,,keep,skills/ai-knowledge/scripts/lark_write.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/scripts/lib/README.md,md,Script Library,keep_review,skills/ai-knowledge/scripts/lib/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/scripts/lib/cli.mjs,mjs,,keep,skills/ai-knowledge/scripts/lib/cli.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/scripts/lib/files.mjs,mjs,,keep,skills/ai-knowledge/scripts/lib/files.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/scripts/query_index.mjs,mjs,,keep,skills/ai-knowledge/scripts/query_index.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/scripts/render_draft.mjs,mjs,,keep,skills/ai-knowledge/scripts/render_draft.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/scripts/validate_bundle.mjs,mjs,,keep,skills/ai-knowledge/scripts/validate_bundle.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/tests/README.md,md,Tests,keep_review,skills/ai-knowledge/tests/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/tests/fixtures/README.md,md,Fixtures,keep_review,skills/ai-knowledge/tests/fixtures/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/tests/fixtures/pages/README.md,md,Fixture Pages,keep_review,skills/ai-knowledge/tests/fixtures/pages/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/ai-knowledge/tests/fixtures/pages/adr.md,md,ADR,keep,skills/ai-knowledge/tests/fixtures/pages/adr.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/tests/fixtures/pages/gateway.md,md,Gateway 总体架构,keep,skills/ai-knowledge/tests/fixtures/pages/gateway.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/tests/fixtures/pages/video.md,md,AI 视频,keep,skills/ai-knowledge/tests/fixtures/pages/video.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/tests/fixtures/sample-event.json,json,,keep,skills/ai-knowledge/tests/fixtures/sample-event.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/tests/fixtures/sample-tree.json,json,,keep,skills/ai-knowledge/tests/fixtures/sample-tree.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/ai-knowledge/tests/self-test.mjs,mjs,,keep,skills/ai-knowledge/tests/self-test.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/custom-gpt-actions/README.md,md,Custom GPT Actions Skill,keep_review,skills/custom-gpt-actions/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/custom-gpt-actions/SKILL.md,md,Custom GPT Actions,keep_review,skills/custom-gpt-actions/SKILL.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/custom-gpt-actions/agents/openai.yaml,yaml,,keep,skills/custom-gpt-actions/agents/openai.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/custom-gpt-actions/references/action-adapter-pattern.md,md,Action Adapter Pattern,keep,skills/custom-gpt-actions/references/action-adapter-pattern.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/custom-gpt-actions/references/openapi-builder-compatibility.md,md,OpenAPI Builder Compatibility,keep,skills/custom-gpt-actions/references/openapi-builder-compatibility.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/custom-gpt-actions/references/testing-and-debugging.md,md,Testing and Debugging,keep,skills/custom-gpt-actions/references/testing-and-debugging.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/custom-gpt-actions/references/troubleshooting.md,md,Troubleshooting,keep,skills/custom-gpt-actions/references/troubleshooting.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/CHANGELOG.md,md,Changelog,keep_review,skills/engineering-insight-distillation/CHANGELOG.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/engineering-insight-distillation/MANIFEST.json,json,,keep_review,skills/engineering-insight-distillation/MANIFEST.json,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/engineering-insight-distillation/README.md,md,Engineering Insight Distillation,keep_review,skills/engineering-insight-distillation/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/engineering-insight-distillation/SKILL.md,md,Engineering Insight Distillation,keep_review,skills/engineering-insight-distillation/SKILL.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/engineering-insight-distillation/agents/openai.yaml,yaml,,keep,skills/engineering-insight-distillation/agents/openai.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/assets/README.md,md,Assets,keep_review,skills/engineering-insight-distillation/assets/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/engineering-insight-distillation/assets/schemas/distillation-result.schema.json,json,,keep,skills/engineering-insight-distillation/assets/schemas/distillation-result.schema.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/assets/schemas/engineering-insight-registry.schema.json,json,,keep,skills/engineering-insight-distillation/assets/schemas/engineering-insight-registry.schema.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/assets/schemas/engineering-insight.schema.json,json,,keep,skills/engineering-insight-distillation/assets/schemas/engineering-insight.schema.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/assets/schemas/experience-candidate.schema.json,json,,keep,skills/engineering-insight-distillation/assets/schemas/experience-candidate.schema.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/assets/schemas/screening-result.schema.json,json,,keep,skills/engineering-insight-distillation/assets/schemas/screening-result.schema.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/assets/templates/distillation-result.yaml,yaml,,keep,skills/engineering-insight-distillation/assets/templates/distillation-result.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/assets/templates/engineering-insight.yaml,yaml,,keep,skills/engineering-insight-distillation/assets/templates/engineering-insight.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/assets/templates/experience-candidate.yaml,yaml,,keep,skills/engineering-insight-distillation/assets/templates/experience-candidate.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/assets/templates/screening-result.yaml,yaml,,keep,skills/engineering-insight-distillation/assets/templates/screening-result.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/references/01-输入资格与证据规则.md,md,输入资格与证据规则,keep,skills/engineering-insight-distillation/references/01-输入资格与证据规则.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/references/02-工程经验抽象方法.md,md,工程经验抽象方法,keep,skills/engineering-insight-distillation/references/02-工程经验抽象方法.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/references/03-模式反模式与启发式.md,md,模式、反模式与启发式,keep,skills/engineering-insight-distillation/references/03-模式反模式与启发式.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
